timestamp,ear,blink_count,closure_duration,phone_detected,distraction_duration,label
1774092904.09,0.2350173514188782,0,0,0,0,0
1774092904.38,0.26030146383934,0,0,0,0,0
1774092904.4,0.26030146383934,0,0,0,0,0
1774092904.42,0.26030146383934,0,0,0,0,0
1774092904.51,0.24057173020271103,0,0,0,0,0
1774092904.6,0.24057173020271103,0,0,0,0,0
1774092904.7,0.24057173020271103,0,0,0,0,0
1774092904.81,0.2342889154016809,0,0,0,0,0
1774092904.9,0.2342889154016809,0,0,0,0,0
1774092905.0,0.2342889154016809,0,0,0,0,0
1774092905.11,0.2529537760982277,0,0,0,0,0
1774092905.2,0.2529537760982277,0,0,0,0,0
1774092905.3,0.2529537760982277,0,0,0,0,0
1774092905.59,0.2658183500530067,0,0,0,0,0
1774092905.61,0.2658183500530067,0,0,0,0,0
1774092905.63,0.2658183500530067,0,0,0,0,0
1774092905.71,0.2900297395758275,0,0,0,0,0
1774092905.8,0.2900297395758275,0,0,0,0,0
1774092905.9,0.2900297395758275,0,0,0,0,0
1774092906.01,0.36361921156522325,0,0,0,0,0
1774092906.1,0.36361921156522325,0,0,0,0,0
1774092906.2,0.36361921156522325,0,0,0,0,0
1774092906.31,0.3308688199077884,0,0,0,0,0
1774092906.4,0.3308688199077884,0,0,0,0,0
1774092906.51,0.3308688199077884,0,0,0,0,0
1774092906.78,0.285287330122148,0,0,0,0,0
1774092906.81,0.285287330122148,0,0,0,0,0
1774092906.83,0.285287330122148,0,0,0,0,0
1774092906.91,0.28582280827975676,0,0,0,0,0
1774092907.0,0.28582280827975676,0,0,0,0,0
1774092907.1,0.28582280827975676,0,0,0,0,0
1774092907.21,0.2567031243741369,0,0,0,0,0
1774092907.3,0.2567031243741369,0,0,0,0,0
1774092907.4,0.2567031243741369,0,0,0,0,0
1774092907.51,0.22674378881224372,0,0,0,0,0
1774092907.6,0.22674378881224372,0,0,0,0,0
1774092907.7,0.22674378881224372,0,0,0,0,0
1774092907.98,0.3063737621841312,0,0,0,0,0
1774092908.0,0.3063737621841312,0,0,0,0,0
1774092908.03,0.3063737621841312,0,0,0,0,0
1774092908.11,0.30740981534815315,0,0,0,0,0
1774092908.2,0.30740981534815315,0,0,0,0,0
1774092908.3,0.30740981534815315,0,0,0,0,0
1774092908.41,0.3312284521508541,0,0,0,0,0
1774092908.5,0.3312284521508541,0,0,0,0,0
1774092908.6,0.3312284521508541,0,0,0,0,0
1774092908.72,0.2378177833794476,0,0,0,0,0
1774092908.81,0.2378177833794476,0,0,0,0,0
1774092908.91,0.2378177833794476,0,0,0,0,0
1774092909.19,0.23824335263237684,0,0,0,0,0
1774092909.21,0.23824335263237684,0,0,0,0,0
1774092909.23,0.23824335263237684,0,0,0,0,0
1774092909.32,0.22205264625864068,0,0,0,0,0
1774092909.41,0.22205264625864068,0,0,0,0,0
1774092909.51,0.22205264625864068,0,0,0,0,0
1774092909.62,0.3186557603799296,0,0,0,0,0
1774092909.71,0.3186557603799296,0,0,0,0,0
1774092909.81,0.3186557603799296,0,0,0,0,0
1774092909.92,0.36198737651326396,0,0,0,0,0
1774092910.01,0.36198737651326396,0,0,0,0,0
1774092910.11,0.36198737651326396,0,0,0,0,0
1774092910.4,0.322753546161721,0,0,0,0,0
1774092910.42,0.322753546161721,0,0,0,0,0
1774092910.44,0.322753546161721,0,0,0,0,0
1774092910.52,0.25665033945831894,0,0,0,0,0
1774092910.61,0.25665033945831894,0,0,0,0,0
1774092910.71,0.25665033945831894,0,0,0,0,0
1774092910.82,0.23338253299025946,0,0,0,0,0
1774092910.91,0.23338253299025946,0,0,0,0,0
1774092911.01,0.23338253299025946,0,0,0,0,0
1774092911.12,0.2758769086503364,0,0,0,0,0
1774092911.21,0.2758769086503364,0,0,0,0,0
1774092911.31,0.2758769086503364,0,0,0,0,0
1774092911.59,0.29037283763825494,0,0,0,0,0
1774092911.62,0.29037283763825494,0,0,0,0,0
1774092911.64,0.29037283763825494,0,0,0,0,0
1774092911.72,0.27929871847503496,0,0,0,0,0
1774092911.81,0.27929871847503496,0,0,0,0,0
1774092911.91,0.27929871847503496,0,0,0,0,0
1774092912.02,0.22286856189755788,0,0,0,0,0
1774092912.11,0.22286856189755788,0,0,0,0,0
1774092912.21,0.22286856189755788,0,0,0,0,0
1774092912.32,0.2529616834656869,0,0,0,0,0
1774092912.41,0.2529616834656869,0,0,0,0,0
1774092912.51,0.2529616834656869,0,0,0,0,0
1774092912.8,0.316333866455221,0,0,0,0,0
1774092912.82,0.316333866455221,0,0,0,0,0
1774092912.84,0.316333866455221,0,0,0,0,0
1774092912.92,0.3273657756398792,0,0,0,0,0
1774092913.01,0.3273657756398792,0,0,0,0,0
1774092913.11,0.3273657756398792,0,0,0,0,0
1774092913.22,0.29942197140202303,0,0,0,0,0
1774092913.32,0.29942197140202303,0,0,0,0,0
1774092913.42,0.29942197140202303,0,0,0,0,0
1774092913.53,0.2387473722033085,0,0,0,0,0
1774092913.62,0.2387473722033085,0,0,0,0,0
1774092913.72,0.2387473722033085,0,0,0,0,0
1774092914.0,0.2503603011952943,0,0,0,0,0
1774092914.02,0.2503603011952943,0,0,0,0,0
1774092914.04,0.2503603011952943,0,0,0,0,0
1774092914.13,0.31029728809524254,0,0,0,0,0
1774092914.21,0.31029728809524254,0,0,0,0,0
1774092914.32,0.31029728809524254,0,0,0,0,0
1774092914.42,0.35022621552770905,0,0,0,0,0
1774092914.52,0.35022621552770905,0,0,0,0,0
1774092914.62,0.35022621552770905,0,0,0,0,0
1774092914.72,0.2582807295063808,0,0,0,0,0
1774092914.81,0.2582807295063808,0,0,0,0,0
1774092914.92,0.2582807295063808,0,0,0,0,0
1774092915.2,0.3129020705798956,0,0,0,0,0
1774092915.22,0.3129020705798956,0,0,0,0,0
1774092915.25,0.3129020705798956,0,0,0,0,0
1774092915.33,0.29362293290959934,0,0,0,0,0
1774092915.41,0.29362293290959934,0,0,0,0,0
1774092915.52,0.29362293290959934,0,0,0,0,0
1774092915.63,0.20527141630209056,0,0,0,0,0
1774092915.72,0.20527141630209056,0,0,0,0,0
1774092915.82,0.20527141630209056,0,0,0,0,0
1774092915.93,0.2016388356187802,0,0,0,0,0
1774092916.02,0.2016388356187802,0,0,0,0,0
1774092916.12,0.2016388356187802,0,0,0,0,0
1774092916.41,0.2554173334260176,0,0,0,0,0
1774092916.42,0.2554173334260176,0,0,0,0,0
1774092916.44,0.2554173334260176,0,0,0,0,0
1774092916.53,0.29964310209266176,0,0,0,0,0
1774092916.62,0.29964310209266176,0,0,0,0,0
1774092916.72,0.29964310209266176,0,0,0,0,0
1774092916.83,0.29990723666438135,0,0,0,0,0
1774092916.92,0.29990723666438135,0,0,0,0,0
1774092917.02,0.29990723666438135,0,0,0,0,0
1774092917.13,0.22933654247156,0,0,0,0,0
1774092917.22,0.22933654247156,0,0,0,0,0
1774092917.32,0.22933654247156,0,0,0,0,0
1774092917.6,0.20553975260345875,0,0,0,0,0
1774092917.62,0.20553975260345875,0,0,0,0,0
1774092917.65,0.20553975260345875,0,0,0,0,0
1774092917.73,0.1903898459103082,0,0.0,0,0,0
1774092917.82,0.1903898459103082,0,0.0,0,0,0
1774092917.92,0.1903898459103082,0,0.0,0,0,0
1774092918.03,0.2598250708942021,0,0,0,0,0
1774092918.12,0.2598250708942021,0,0,0,0,0
1774092918.22,0.2598250708942021,0,0,0,0,0
1774092918.33,0.27848131357067674,0,0,0,0,0
1774092918.42,0.27848131357067674,0,0,0,0,0
1774092918.52,0.27848131357067674,0,0,0,0,0
1774092918.8,0.27543774012677474,0,0,0,0,0
1774092918.83,0.27543774012677474,0,0,0,0,0
1774092918.85,0.27543774012677474,0,0,0,0,0
1774092918.93,0.3185181844556825,0,0,0,0,0
1774092919.02,0.3185181844556825,0,0,0,0,0
1774092919.12,0.3185181844556825,0,0,0,0,0
1774092919.23,0.2707983690351338,0,0,0,0,0
1774092919.32,0.2707983690351338,0,0,0,0,0
1774092919.42,0.2707983690351338,0,0,0,0,0
1774092919.53,0.22883845561967814,0,0,0,0,0
1774092919.62,0.22883845561967814,0,0,0,0,0
1774092919.72,0.22883845561967814,0,0,0,0,0
1774092920.01,0.27093952473489535,0,0,0,0,0
1774092920.03,0.27093952473489535,0,0,0,0,0
1774092920.05,0.27093952473489535,0,0,0,0,0
1774092920.14,0.22351551474398118,0,0,0,0,0
1774092920.23,0.22351551474398118,0,0,0,0,0
1774092920.33,0.22351551474398118,0,0,0,0,0
1774092920.44,0.22466006763652913,0,0,0,0,0
1774092920.53,0.22466006763652913,0,0,0,0,0
1774092920.63,0.22466006763652913,0,0,0,0,0
1774092920.74,0.2901503308155322,0,0,0,0,0
1774092920.83,0.2901503308155322,0,0,0,0,0
1774092920.93,0.2901503308155322,0,0,0,0,0
1774092921.21,0.2618094046905429,0,0,0,0,0
1774092921.23,0.2618094046905429,0,0,0,0,0
1774092921.25,0.2618094046905429,0,0,0,0,0
1774092921.34,0.2427098786777795,0,0,0,0,0
1774092921.43,0.2427098786777795,0,0,0,0,0
1774092921.53,0.2427098786777795,0,0,0,0,0
1774092921.64,0.2016388356187802,0,0,0,0,0
1774092921.73,0.2016388356187802,0,0,0,0,0
1774092921.83,0.2016388356187802,0,0,0,0,0
1774092921.94,0.22887219903008738,0,0,0,0,0
1774092922.03,0.22887219903008738,0,0,0,0,0
1774092922.13,0.22887219903008738,0,0,0,0,0
1774092922.41,0.26946756324229687,0,0,0,0,0
1774092922.43,0.26946756324229687,0,0,0,0,0
1774092922.45,0.26946756324229687,0,0,0,0,0
1774092922.54,0.30303424207913787,0,0,0,0,0
1774092922.63,0.30303424207913787,0,0,0,0,0
1774092922.73,0.30303424207913787,0,0,0,0,0
1774092922.84,0.26638430679169506,0,0,0,0,0
1774092922.93,0.26638430679169506,0,0,0,0,0
1774092923.03,0.26638430679169506,0,0,0,0,0
1774092923.15,0.2450693701772792,0,0,0,0,0
1774092923.23,0.2450693701772792,0,0,0,0,0
1774092923.33,0.2450693701772792,0,0,0,0,0
1774092923.62,0.20518240005972105,0,0,0,0,0
1774092923.64,0.20518240005972105,0,0,0,0,0
1774092923.67,0.20518240005972105,0,0,0,0,0
1774092923.74,0.1918156952200077,0,0.0,0,0,0
1774092923.83,0.1918156952200077,0,0.0,0,0,0
1774092923.93,0.1918156952200077,0,0.0,0,0,0
1774092924.04,0.28022661605249105,0,0,0,0,0
1774092924.13,0.28022661605249105,0,0,0,0,0
1774092924.23,0.28022661605249105,0,0,0,0,0
1774092924.34,0.31558351190006523,0,0,0,0,0
1774092924.43,0.31558351190006523,0,0,0,0,0
1774092924.53,0.31558351190006523,0,0,0,0,0
1774092924.82,0.2932577431347283,0,0,0,0,0
1774092924.84,0.2932577431347283,0,0,0,0,0
1774092924.86,0.2932577431347283,0,0,0,0,0
1774092924.95,0.29077004598257283,0,0,0,0,0
1774092925.03,0.29077004598257283,0,0,0,0,0
1774092925.14,0.29077004598257283,0,0,0,0,0
1774092925.24,0.28799187082171324,0,0,0,0,0
1774092925.34,0.28799187082171324,0,0,0,0,0
1774092925.44,0.28799187082171324,0,0,0,0,0
1774092925.55,0.33010955003997755,0,0,0,0,0
1774092925.64,0.33010955003997755,0,0,0,0,0
1774092925.74,0.33010955003997755,0,0,0,0,0
1774092926.02,0.3335429579291001,0,0,0,0,0
1774092926.05,0.3335429579291001,0,0,0,0,0
1774092926.07,0.3335429579291001,0,0,0,0,0
1774092926.15,0.26867075166996,0,0,0,0,0
1774092926.24,0.26867075166996,0,0,0,0,0
1774092926.33,0.26867075166996,0,0,0,0,0
1774092926.44,0.27037718196729554,0,0,0,0,0
1774092926.54,0.27037718196729554,0,0,0,0,0
1774092926.64,0.27037718196729554,0,0,0,0,0
1774092926.75,0.17701657870850962,0,0.0,0,0,0
1774092926.84,0.17701657870850962,0,0.0,0,0,0
1774092926.94,0.17701657870850962,0,0.0,0,0,0
1774092927.22,0.19039214818707323,0,0.48657679557800293,0,0,0
1774092927.24,0.19039214818707323,0,0.48657679557800293,0,0,0
1774092927.26,0.19039214818707323,0,0.48657679557800293,0,0,0
1774092927.35,0.2618094046905429,1,0,0,0,0
1774092927.44,0.2618094046905429,1,0,0,0,0
1774092927.54,0.2618094046905429,1,0,0,0,0
1774092927.65,0.28753086402207384,1,0,0,0,0
1774092927.74,0.28753086402207384,1,0,0,0,0
1774092927.84,0.28753086402207384,1,0,0,0,0
1774092927.95,0.3148375540437924,1,0,0,0,0
1774092928.04,0.3148375540437924,1,0,0,0,0
1774092928.14,0.3148375540437924,1,0,0,0,0
1774092928.43,0.31275012799961976,1,0,0,0,0
1774092928.45,0.31275012799961976,1,0,0,0,0
1774092928.47,0.31275012799961976,1,0,0,0,0
1774092928.55,0.23896283372242816,1,0,0,0,0
1774092928.64,0.23896283372242816,1,0,0,0,0
1774092928.74,0.23896283372242816,1,0,0,0,0
1774092928.85,0.23374584934932485,1,0,0,0,0
1774092928.94,0.23374584934932485,1,0,0,0,0
1774092929.04,0.23374584934932485,1,0,0,0,0
1774092929.15,0.19029808529821768,1,0.0,0,0,0
1774092929.24,0.19029808529821768,1,0.0,0,0,0
1774092929.34,0.19029808529821768,1,0.0,0,0,0
1774092929.63,0.1842612261513002,1,0.49431848526000977,0,0,0
1774092929.65,0.1842612261513002,1,0.49431848526000977,0,0,0
1774092929.67,0.1842612261513002,1,0.49431848526000977,0,0,0
1774092929.75,0.18801859318695102,1,0.6042425632476807,0,0,0
1774092929.84,0.18801859318695102,1,0.6042425632476807,0,0,0
1774092929.94,0.18801859318695102,1,0.6042425632476807,0,0,0
1774092930.05,0.22351551474398118,2,0,0,0,0
1774092930.14,0.22351551474398118,2,0,0,0,0
1774092930.24,0.22351551474398118,2,0,0,0,0
1774092930.35,0.2969765137848613,2,0,0,0,0
1774092930.44,0.2969765137848613,2,0,0,0,0
1774092930.54,0.2969765137848613,2,0,0,0,0
1774092930.82,0.2995959805783197,2,0,0,0,0
1774092930.85,0.2995959805783197,2,0,0,0,0
1774092930.87,0.2995959805783197,2,0,0,0,0
1774092930.95,0.2682752516787679,2,0,0,0,0
1774092931.04,0.2682752516787679,2,0,0,0,0
1774092931.14,0.2682752516787679,2,0,0,0,0
1774092931.25,0.21058674450143017,2,0,0,0,0
1774092931.34,0.21058674450143017,2,0,0,0,0
1774092931.44,0.21058674450143017,2,0,0,0,0
1774092931.56,0.21408689198191475,2,0,0,0,0
1774092931.65,0.21408689198191475,2,0,0,0,0
1774092931.75,0.21408689198191475,2,0,0,0,0
1774092932.03,0.22282093631866245,2,0,0,0,0
1774092932.05,0.22282093631866245,2,0,0,0,0
1774092932.07,0.22282093631866245,2,0,0,0,0
1774092932.16,0.2841563114579385,2,0,0,0,0
1774092932.25,0.2841563114579385,2,0,0,0,0
1774092932.35,0.2841563114579385,2,0,0,0,0
1774092932.46,0.29036631520148803,2,0,0,0,0
1774092932.55,0.29036631520148803,2,0,0,0,0
1774092932.65,0.29036631520148803,2,0,0,0,0
1774092932.76,0.30160711284227043,2,0,0,0,0
1774092932.85,0.30160711284227043,2,0,0,0,0
1774092932.95,0.30160711284227043,2,0,0,0,0
1774092933.23,0.27820288571439306,2,0,0,0,0
1774092933.26,0.27820288571439306,2,0,0,0,0
1774092933.28,0.27820288571439306,2,0,0,0,0
1774092933.36,0.25614506443351326,2,0,0,0,0
1774092933.45,0.25614506443351326,2,0,0,0,0
1774092933.55,0.25614506443351326,2,0,0,0,0
1774092933.66,0.18618602815010343,2,0.0,0,0,0
1774092933.75,0.18618602815010343,2,0.0,0,0,0
1774092933.85,0.18618602815010343,2,0.0,0,0,0
1774092933.96,0.2907237763425431,2,0,0,0,0
1774092934.05,0.2907237763425431,2,0,0,0,0
1774092934.15,0.2907237763425431,2,0,0,0,0
1774092934.44,0.27253217668249113,2,0,0,0,0
1774092934.46,0.27253217668249113,2,0,0,0,0
1774092934.48,0.27253217668249113,2,0,0,0,0
1774092934.56,0.3045528067503902,2,0,0,0,0
1774092934.65,0.3045528067503902,2,0,0,0,0
1774092934.75,0.3045528067503902,2,0,0,0,0
1774092934.86,0.2743426614493878,2,0,0,0,0
1774092934.95,0.2743426614493878,2,0,0,0,0
1774092935.05,0.2743426614493878,2,0,0,0,0
1774092935.16,0.23766678088404547,2,0,0,0,0
1774092935.25,0.23766678088404547,2,0,0,0,0
1774092935.35,0.23766678088404547,2,0,0,0,0
1774092935.63,0.19280135070423704,2,0.0,0,0,0
1774092935.66,0.19280135070423704,2,0.0,0,0,0
1774092935.68,0.19280135070423704,2,0.0,0,0,0
1774092935.76,0.21441920612469687,2,0,0,0,0
1774092935.85,0.21441920612469687,2,0,0,0,0
1774092935.95,0.21441920612469687,2,0,0,0,0
1774092936.06,0.2631360514662009,2,0,0,0,0
1774092936.15,0.2631360514662009,2,0,0,0,0
1774092936.26,0.2631360514662009,2,0,0,0,0
1774092936.37,0.29061682047639414,2,0,0,0,0
1774092936.46,0.29061682047639414,2,0,0,0,0
1774092936.55,0.29061682047639414,2,0,0,0,0
1774092936.84,0.2837039728342511,2,0,0,0,0
1774092936.86,0.2837039728342511,2,0,0,0,0
1774092936.88,0.2837039728342511,2,0,0,0,0
1774092936.97,0.26478179104221555,2,0,0,0,0
1774092937.06,0.26478179104221555,2,0,0,0,0
1774092937.16,0.26478179104221555,2,0,0,0,0
1774092937.27,0.22388841003671123,2,0,0,0,0
1774092937.36,0.22388841003671123,2,0,0,0,0
1774092937.46,0.22388841003671123,2,0,0,0,0
1774092937.57,0.20947010748321515,2,0,0,0,0
1774092937.66,0.20947010748321515,2,0,0,0,0
1774092937.76,0.20947010748321515,2,0,0,0,0
1774092938.04,0.19549503304424895,2,0.0,0,0,0
1774092938.06,0.19549503304424895,2,0.0,0,0,0
1774092938.08,0.19549503304424895,2,0.0,0,0,0
1774092938.17,0.21441920612469687,2,0,0,0,0
1774092938.25,0.21441920612469687,2,0,0,0,0
1774092938.36,0.21441920612469687,2,0,0,0,0
1774092938.47,0.24290484251052305,2,0,0,0,0
1774092938.56,0.24290484251052305,2,0,0,0,0
1774092938.66,0.24290484251052305,2,0,0,0,0
1774092938.77,0.28498281527158864,2,0,0,0,0
1774092938.86,0.28498281527158864,2,0,0,0,0
1774092938.96,0.28498281527158864,2,0,0,0,0
1774092939.24,0.2052299377947421,2,0,0,0,0
1774092939.27,0.2052299377947421,2,0,0,0,0
1774092939.29,0.2052299377947421,2,0,0,0,0
1774092939.37,0.15889525827016426,2,0.0,0,0,0
1774092939.46,0.15889525827016426,2,0.0,0,0,0
1774092939.56,0.15889525827016426,2,0.0,0,0,0
1774092939.67,0.12192005463060235,2,0.30024075508117676,0,0,0
1774092939.76,0.12192005463060235,2,0.30024075508117676,0,0,0
1774092939.86,0.12192005463060235,2,0.30024075508117676,0,0,0
1774092939.97,0.2893767024749164,3,0,0,0,0
1774092940.06,0.2893767024749164,3,0,0,0,0
1774092940.16,0.2893767024749164,3,0,0,0,0
1774092940.44,0.3378126074659645,3,0,0,0,0
1774092940.47,0.3378126074659645,3,0,0,0,0
1774092940.49,0.3378126074659645,3,0,0,0,0
1774092940.57,0.31965629291592956,3,0,0,0,0
1774092940.66,0.31965629291592956,3,0,0,0,0
1774092940.76,0.31965629291592956,3,0,0,0,0
1774092940.87,0.2889574890994026,3,0,0,0,0
1774092940.96,0.2889574890994026,3,0,0,0,0
1774092941.06,0.2889574890994026,3,0,0,0,0
1774092941.17,0.0,0,0.0,0,0,0
1774092941.26,0.0,0,0.0,0,0,0
1774092941.36,0.0,0,0.0,0,0,0
1774092941.65,0.19029808529821768,3,0.0,0,0,0
1774092941.67,0.19029808529821768,3,0.0,0,0,0
1774092941.7,0.19029808529821768,3,0.0,0,0,0
1774092941.77,0.22766187474575633,3,0,0,0,0
1774092941.87,0.22766187474575633,3,0,0,0,0
1774092941.96,0.22766187474575633,3,0,0,0,0
1774092942.07,0.22399433235695831,3,0,0,0,0
1774092942.16,0.22399433235695831,3,0,0,0,0
1774092942.26,0.22399433235695831,3,0,0,0,0
1774092942.37,0.303476192790609,3,0,0,0,0
1774092942.46,0.303476192790609,3,0,0,0,0
1774092942.56,0.303476192790609,3,0,0,0,0
1774092942.85,0.29983271902654246,3,0,0,0,0
1774092942.87,0.29983271902654246,3,0,0,0,0
1774092942.89,0.29983271902654246,3,0,0,0,0
1774092942.98,0.22863794785394576,3,0,0,0,0
1774092943.07,0.22863794785394576,3,0,0,0,0
1774092943.17,0.22863794785394576,3,0,0,0,0
1774092943.28,0.14833733483222164,3,0.0,0,0,0
1774092943.37,0.14833733483222164,3,0.0,0,0,0
1774092943.47,0.14833733483222164,3,0.0,0,0,0
1774092943.58,0.173525777088179,3,0.2976245880126953,0,0,0
1774092943.67,0.173525777088179,3,0.2976245880126953,0,0,0
1774092943.77,0.173525777088179,3,0.2976245880126953,0,0,0
1774092944.05,0.19866073950953803,3,0.7844057083129883,0,0,0
1774092944.07,0.19866073950953803,3,0.7844057083129883,0,0,0
1774092944.1,0.19866073950953803,3,0.7844057083129883,0,0,0
1774092944.18,0.2484036341344352,4,0,0,0,0
1774092944.27,0.2484036341344352,4,0,0,0,0
1774092944.37,0.2484036341344352,4,0,0,0,0
1774092944.48,0.24248860326369476,4,0,0,0,0
