timestamp,ear,blink_count,eye_closure_duration,phone_detected,distraction_duration
1770998739.2753804,0.2088848204887121,0,0,0,0
1770998739.5128791,0.23978677417194677,0,0,0,0
1770998739.6096914,0.2495533812448792,0,0,0,0
1770998739.7033784,0.24451030723428593,0,0,0,0
1770998739.793118,0.24347813286399622,0,0,0,0
1770998739.8838542,0.2643416346514307,0,0,0,0
1770998739.980096,0.2609753106715704,0,0,0,0
1770998740.0804303,0.2697961813645676,0,0,0,0
1770998740.1721892,0.2586316779850877,0,0,0,0
1770998740.2631898,0.25107412533034307,0,0,0,0
1770998740.3512497,0.27183815757090357,0,0,0,0
1770998740.4380465,0.22783228178306547,0,0,0,0
1770998740.5296228,0.2256082241521879,0,0,0,0
1770998740.6229534,0.2242500686635256,0,0,0,0
1770998740.7154698,0.2537737935930193,0,0,0,0
1770998740.812368,0.2641761998886466,0,0,0,0
1770998740.9026055,0.34722436237791865,0,0,0,0
1770998740.9971106,0.22907947362603623,0,0,0,0
1770998741.0903268,0.2451171628823694,0,0,0,0
1770998741.1891983,0.2533254341573521,0,0,0,0
1770998741.2940257,0.25952935830962626,0,0,0,0
1770998741.3886218,0.2307300924353357,0,0,0,0
1770998741.4836035,0.2711724033336077,0,0,0,0
1770998741.5791385,0.23166992113750678,0,0,0,0
1770998741.670336,0.2688326292784393,0,0,0,0
1770998741.7624679,0.2625523039509662,0,0,0,0
1770998741.8545866,0.27524184379609495,0,0,0,0
1770998741.950472,0.24015842259085873,0,0,0,0
1770998742.0465503,0.254984472851392,0,0,0,0
1770998742.1465886,0.22157576198856932,0,0,0,0
1770998742.2449749,0.2850594194568434,0,0,0,0
1770998742.3409436,0.26026063081951156,0,0,0,0
1770998742.4354265,0.2574959882444047,0,0,0,0
1770998742.529936,0.23133433005893878,0,0,0,0
1770998742.6259477,0.272805278375827,0,0,0,0
1770998742.7245355,0.2783437002211484,0,0,0,0
1770998742.8200808,0.29397830103869427,0,0,0,0
1770998742.9153354,0.22692616053143888,0,0,0,0
1770998743.0125065,0.24817240178459982,0,0,0,0
1770998743.1066227,0.24833125975238457,0,0,0,0
1770998743.2014127,0.30329447462429426,0,0,0,0
1770998743.2964113,0.23279361602536636,0,0,0,0
1770998743.3902674,0.23442751552390295,0,0,0,0
1770998743.4907753,0.27662031950460286,0,0,0,0
1770998743.5854564,0.2527800695827793,0,0,0,0
1770998743.6775982,0.22357489391734248,0,0,0,0
1770998743.7730515,0.24594868283832605,0,0,0,0
1770998743.8673446,0.24108349730893225,0,0,0,0
1770998743.960284,0.244394820476327,0,0,0,0
1770998744.0546012,0.17767213293678089,0,0,0,0
1770998744.149743,0.1946790731449966,0,0,0,0
1770998744.240874,0.252829449435823,0,0,0,0
1770998744.3350384,0.24466380252330244,0,0,0,0
1770998744.4260387,0.2300445917826085,0,0,0,0
1770998744.5191407,0.25240277707342096,0,0,0,0
1770998744.613105,0.22995170234475476,0,0,0,0
1770998744.7068117,0.1978849280365506,0,0,0,0
1770998744.800837,0.2530215424072586,0,0,0,0
1770998744.8980966,0.2563765897614475,0,0,0,0
1770998744.9923837,0.23868276344522832,0,0,0,0
1770998745.0936742,0.2493153669847401,0,0,0,0
1770998745.195612,0.24173337165450492,0,0,0,0
1770998745.2887027,0.23901806957538044,0,0,0,0
1770998745.3827128,0.24635701126119375,0,0,0,0
1770998745.4757714,0.2285569968609919,0,0,0,0
1770998745.5697987,0.23478197252629712,0,0,0,0
1770998745.66292,0.22470240024323287,0,0,0,0
1770998745.7556744,0.2675838837568479,0,0,0,0
1770998745.8501556,0.24287610848774344,0,0,0,0
1770998745.9437501,0.2463499732118446,0,0,0,0
1770998746.0376246,0.23075169709893967,0,0,0,0
1770998746.1364613,0.23516154768671865,0,0,0,0
1770998746.2318485,0.23399312396889457,0,0,0,0
1770998746.3263154,0.23553349530792378,0,0,0,0
1770998746.4199748,0.2190323131256223,0,0,0,0
1770998746.514688,0.26401278558913605,0,0,0,0
1770998746.6086054,0.24442905694577327,0,0,0,0
1770998746.7030988,0.2710142022020367,0,0,0,0
1770998746.7952642,0.2908648895337349,0,0,0,0
1770998746.8880281,0.24080514259393207,0,0,0,0
1770998746.9828331,0.21559588402115326,0,0,0,0
1770998747.0761678,0.23626454692422544,0,0,0,0
1770998747.1738214,0.28686916500087833,0,0,0,0
1770998747.2721276,0.2733337907634322,0,0,0,0
1770998747.364756,0.2501389758971042,0,0,0,0
1770998747.456332,0.26686000243864133,0,0,0,0
1770998747.5518668,0.2425077835469715,0,0,0,0
1770998747.6450255,0.2427977377905643,0,0,0,0
1770998747.7393541,0.27749841986244006,0,0,0,0
1770998747.8454847,0.2546691369323978,0,0,0,0
1770998747.94602,0.2452641812444073,0,0,0,0
1770998748.041084,0.2741579951196945,0,0,0,0
1770998748.1371334,0.24482146077708278,0,0,0,0
1770998748.240517,0.24637280398205832,0,0,0,0
1770998748.342176,0.22324249297673363,0,0,0,0
1770998748.445336,0.23427789784844089,0,0,0,0
1770998748.5474522,0.2658511065695251,0,0,0,0
1770998748.6539176,0.24108712132688082,0,0,0,0
1770998748.7574902,0.24409474445209653,0,0,0,0
1770998748.861696,0.23909964625231672,0,0,0,0
1770998749.0164979,0.24807355113701507,0,0,0,0
1770998749.1164482,0.23656483138063805,0,0,0,0
1770998749.2253695,0.25196770249262385,0,0,0,0
1770998749.6129892,0.26668162408885016,0,0,0,0
1770998749.711848,0.2508491856631054,0,0,0,0
1770998749.8118887,0.21996277251284932,0,0,0,0
1770998749.9057593,0.2484812650692395,0,0,0,0
1770998750.007569,0.24530605845159065,0,0,0,0
1770998750.103868,0.2751773219349086,0,0,0,0
1770998750.2048597,0.2572253987268217,0,0,0,0
1770998750.3000684,0.24278321945665474,0,0,0,0
1770998750.392032,0.25257424537788903,0,0,0,0
